,Distance to Waterway (m),Drainage Direction,Elevation,Fine Earth Density (kg / m^3),Height Above Nearest Drainage (m),Landform Type,Nearest Water Type,Population - 1 km,Population - 10 km,Population - 5 km,Slope (degrees),Soil Clay Fraction,Soil Great Group,Soil Sand Fraction,Upstream Drainage Area (km^2),Wind Speed (m/s),area,area (km^2),country,id,place_name,risk,area (ha),geometry,number
117,3536.6740645372793,northwest,141.0,132.0,7.1999969482421875,Upper slope (warm),ditch,545.0,94014.0,39416.0,4.498855571232533,0.28,2.0,0.5,0.016778867691755295,1.4440786838531494,1903.4489032437891,0.001903448903243789,Vietnam,8f65b0806aac220,"Đức Linh District, Binh Thuan province, Vietnam",0.15956659059629133,0.1903448903243789,POINT (107.5478533368213 11.15803622931215),138
16,2001.04236466917,southeast,140.0,130.0,29.70000457763672,Upper slope (warm),water,692.0,64673.0,16248.0,3.792729633568296,0.32,0.0,0.37,0.008386913686990738,1.9548064470291138,199.47055084653005,0.00019947055084653005,Vietnam,8f65b08a54dd351,"Đức Linh District, Binh Thuan province, Vietnam",0.09429075065217972,0.019947055084653005,POINT (107.5988724290294 11.24658380078345),139
29,3313.408261995824,northwest,133.0,133.0,7.900001525878906,Lower slope (flat),river,400.0,51878.0,19688.0,0.9450370322622524,0.31,4.0,0.41,0.025174573063850403,1.7282757759094238,358.3373470509071,0.00035833734705090713,Vietnam,8f65b09110d5b88,"Gia An, Tánh Linh District, Binh Thuan province, Vietnam",0.07401774991665379,0.035833734705090714,POINT (107.6543516740012 11.08448299160706),140
150,66.00646744642934,north,102.0,120.0,9.5,Lower slope (warm),pond,1215.0,115975.0,40748.0,6.373684376643099,0.3,0.0,0.45,0.15943022072315216,2.1253304481506348,1169.905560377712,0.0011699055603777118,Vietnam,8f65b0b0ec92710,"Phú Cường, Xã Phú Cường, Định Quán District, Đồng Nai Province, Vietnam",0.4582799180084834,0.11699055603777118,POINT (107.1781697297089 11.10163431454333),141
172,2082.3372563349535,northeast,66.0,130.0,7.0,Lower slope (warm),pond,959.0,81854.0,30166.0,1.129193288803541,0.32,0.0,0.37,0.008392312563955784,2.194354772567749,1282.973578512332,0.0012829735785123322,Vietnam,8f65b0b40449750,"Xã Vĩnh Tân, Vĩnh Cửu District, Đồng Nai Province, Vietnam",0.17991448831872334,0.12829735785123322,POINT (107.0450275063691 11.05570075750219),142
47,951.9859935971983,south,22.0,139.0,6.899999618530273,Upper slope (warm),canal,542.0,59512.0,16779.0,1.8543341688374633,0.21,2.0,0.56,0.008381392806768417,2.5957536697387695,7033.837633833003,0.007033837633833003,Vietnam,8f65b10c644e260,"Tân Châu District, Tay Ninh province, Vietnam",0.3502449537074709,0.7033837633833003,POINT (106.127532095402 11.43809666683199),143
63,2642.719445860062,northeast,56.0,132.0,0.0,Upper slope (warm),river,400.0,64207.0,11244.0,0.6942347495299975,0.25,1.0,0.52,0.05024243891239166,2.2247209548950195,1499.6627580554002,0.0014996627580554003,Vietnam,8f65b1414604946,"Bình Long Town, Hớn Quản District, Bình Phước Province, Vietnam",0.17840062138542262,0.14996627580554003,POINT (106.5276651132788 11.69913605642834),144
116,2695.854782999182,north,56.0,132.0,0.7999992370605469,Lower slope (warm),river,400.0,64963.0,11263.0,0.6942347495299975,0.25,1.0,0.52,0.008373753167688847,2.2247209548950195,1000.3012005886417,0.0010003012005886417,Vietnam,8f65b1414620472,"Bình Long Town, Hớn Quản District, Bình Phước Province, Vietnam",0.15861527255838626,0.10003012005886418,POINT (106.5278586021936 11.69868723170964),145
115,409.46264290606143,north,1.0,133.0,0.8000001907348633,Valley,river,1878.0,245318.0,52045.0,0.9446515660256145,0.31,2.0,0.41,0.016789721325039864,2.1677842140197754,23653.21330365176,0.02365321330365176,Vietnam,8f65b181069981b,"Tam Tán, Thai My Commune, Củ Chi District, Ho Chi Minh City, 82719, Vietnam",0.45688491102693674,2.365321330365176,POINT (106.4300714427295 10.9648628600663),146
137,91.69206328634368,northwest,2.0,119.0,1.2999999523162842,Lower slope (flat),stream,7091.0,2688243.0,391284.0,1.8258464322773724,0.36,0.0,0.29,0.008400709368288517,2.583427667617798,189.0792957318067,0.0001890792957318067,Vietnam,8f65b19350a008d,"Tan Tao A Ward, Binh Tan District, Ho Chi Minh City, Vietnam",0.3601123266831643,0.01890792957318067,POINT (106.5673109973932 10.75273913998173),147
17,1902.5450131066364,northeast,48.0,128.0,8.299999237060547,Lower slope (warm),canal,219.0,82229.0,14429.0,1.8117634700921281,0.25,0.0,0.53,0.2431052178144455,2.3455817699432373,201.07382259050945,0.00020107382259050945,Vietnam,8f65b1caa30b8da,"Chơn Thành Town, Bình Phước Province, Vietnam",0.10511153911961499,0.020107382259050944,POINT (106.6665792482019 11.3856328477937),148
182,2007.0748033779005,northwest,43.0,126.0,5.799999237060547,Valley,stream,1280.0,276164.0,54286.0,1.5454433277795698,0.27,2.0,0.49,0.008391052484512329,2.2532522678375244,0.0,0.0,Vietnam,8f65b1d2ad6ecdd,"Phường Tân Hiệp, Tan Uyen Town, Binh Duong province, Vietnam",,0.0,POINT (106.7473412068236 11.10124816828686),149
57,579.3377261573595,southwest,56.0,123.0,7.200000762939453,Valley,stream,1914.0,98811.0,27658.0,4.684168706066446,0.31,1.0,0.43,0.04194969683885574,2.0075623989105225,455.6192732286022,0.0004556192732286022,Vietnam,8f65b1d36665359,"Tân Thành, Bắc Tân Uyên District, Binh Duong province, Vietnam",0.2522221577721361,0.04556192732286022,POINT (106.8485499794192 11.13836011533231),150
85,2454.058124787729,north,48.0,127.0,1.6000022888183594,Upper slope (warm),water,858.0,225079.0,32847.0,0.0,0.27,2.0,0.51,0.008388839662075043,2.4948337078094482,1842.1085102411453,0.0018421085102411452,Vietnam,8f65b1d52413376,"Phường Chánh Phú Hòa, Ben Cat Town, Binh Duong province, Vietnam",0.19902277519583458,0.18421085102411452,POINT (106.6571170385006 11.17927235264114),151
169,3053.3184223206486,east,369.0,134.0,26.20001220703125,Upper slope (warm),water,881.0,97663.0,25080.0,5.887324034583153,0.3,0.0,0.42,0.016691893339157104,2.428231716156006,785.9279104409928,0.0007859279104409928,Vietnam,8f65b21106a9d94,"Đăk Rông, Cư Jút District, Đắk Nông Province, Vietnam",0.1325731417923895,0.07859279104409929,POINT (107.8425061855084 12.60180151985792),152
62,2710.104264659973,south,488.0,127.0,74.39999389648438,Upper slope (warm),river,242.0,39971.0,9328.0,5.766210131988689,0.32,2.0,0.37,0.008350221440196037,2.720017671585083,248.733694312901,0.000248733694312901,Vietnam,8f65b212196a805,"Krông Nô District, Đắk Nông Province, Vietnam",0.062120329497200054,0.0248733694312901,POINT (107.813033169625 12.46700250930758),153
32,-1.0,northwest,607.0,125.0,52.0,Upper slope (warm),-1,253.0,78202.0,15519.0,3.3372710351486767,0.34,1.0,0.39,0.008349355310201645,3.205094814300537,2639.006564764494,0.002639006564764494,Vietnam,8f65b2141818998,"Quốc lộ 14C, Cư Jút District, Đắk Nông Province, Vietnam",,0.2639006564764494,POINT (107.6270962788192 12.49410263258348),154
80,-1.0,northwest,612.0,125.0,52.0,Upper slope (warm),-1,256.0,78486.0,15784.0,1.8343431226099443,0.34,1.0,0.39,0.008349355310201645,3.205094814300537,1692.825743062557,0.001692825743062557,Vietnam,8f65b214181cc86,"Quốc lộ 14C, Cư Jút District, Đắk Nông Province, Vietnam",,0.1692825743062557,POINT (107.6275063347377 12.49392038550862),155
155,1660.3791184518213,southwest,498.0,132.0,12.399993896484375,Lower slope (warm),water,1466.0,123804.0,40391.0,9.468915595099798,0.36,0.0,0.37,0.025038834661245346,7.7352614402771,1536.2986852691624,0.0015362986852691623,Vietnam,8f65b2c05383cea,"Cư Kuin District, Đắk Lắk province, 02623, Vietnam",0.19895461311958876,0.15362986852691624,POINT (108.1194363883859 12.59133774189939),156
40,2334.611834642936,southeast,461.0,138.0,19.0,Lower slope (warm),water,648.0,86855.0,31968.0,3.844316449867152,0.38,0.0,0.37,0.008348975330591202,3.5550246238708496,654.9831105088261,0.0006549831105088261,Vietnam,8f65b2d5c6b6b24,"Buôn Trấp, Krông Ana District, Đắk Lắk province, Vietnam",0.11224091362068848,0.06549831105088261,POINT (108.0731812145491 12.50554006630273),157
186,3654.990130314457,east,73.0,130.0,1.9000015258789062,Upper slope (flat),stream,148.0,23192.0,3803.0,1.8315307516280213,0.25,1.0,0.49,0.008366262540221214,1.719757080078125,73.05592213750322,7.305592213750322e-05,Vietnam,8f65b3b33c098b4,"Lộc Ninh District, Bình Phước Province, Vietnam",0.0,0.007305592213750323,POINT (106.4661339676416 11.94826092572536),158
71,1965.871214804392,northwest,82.0,140.0,23.200000762939453,Lower slope (warm),river,1280.0,154400.0,38239.0,1.2758935170859937,0.23,2.0,0.51,0.17633049190044403,3.7339181900024414,11807.177547741525,0.011807177547741524,Vietnam,8f65b40d3558a09,"Xã Tiến Thành, Phan Thiết City, Hàm Thuận Nam District, Binh Thuan province, Vietnam",0.32151132308840685,1.1807177547741525,POINT (108.0519272843451 10.90170423804435),159
79,2745.367962067715,northeast,37.0,137.0,1.7999992370605469,Lower slope (flat),river,416.0,33937.0,13493.0,1.690618401859243,0.27,1.0,0.45,0.008397710509598255,2.800478219985962,2941.8472916444134,0.0029418472916444135,Vietnam,8f65b439ab6e96e,"Hàm Thuận Nam District, Binh Thuan province, Vietnam",0.1989188166208127,0.2941847291644413,POINT (107.8419786366594 10.86130621183586),160
70,1298.8230272328076,southwest,12.0,149.0,4.699999809265137,Lower slope (flat),stream,1138.0,52505.0,22228.0,1.2759844534220406,0.3,0.0,0.4,0.02516081929206848,2.605863571166992,746.1704372189347,0.0007461704372189347,Vietnam,8f65b449414c9ab,"Hải Xuân, Bắc Bình District, Binh Thuan province, Vietnam",0.2040752657030101,0.07461704372189347,POINT (108.4974870956676 11.24481480752263),161
120,1760.076191076228,northwest,39.0,142.0,9.700000762939453,Lower slope (warm),river,679.0,75949.0,26742.0,1.3876544244680906,0.28,0.0,0.4,0.008391288109123707,2.2795891761779785,350.3921400651443,0.0003503921400651443,Vietnam,8f65b47a0552a54,"Ma Lâm, Hàm Thuận Bắc District, Binh Thuan province, Vietnam",0.14417751127807943,0.035039214006514434,POINT (108.1551566523102 11.09240801543246),162
58,1882.2523228833259,southwest,2.0,93.0,0.8999999761581421,Upper slope (flat),canal,1254.0,73448.0,24652.0,1.6883753591394335,0.34,1.0,0.35,0.00841035321354866,3.4978926181793213,998.6531390689503,0.0009986531390689503,Vietnam,8f65b504d8cc340,"Kiểng Phước, Xã Kiểng Phước, Go Cong Dong District, Tien Giang province, Vietnam",0.1740912649374883,0.09986531390689503,POINT (106.7809685341334 10.39328044737412),163
48,263.7656548210419,east,5.0,100.0,1.100000023841858,Lower slope (flat),river,593.0,118268.0,24714.0,1.9120060355479218,0.34,0.0,0.36,0.02520962618291378,2.393994092941284,4208.031928316837,0.0042080319283168376,Vietnam,8f65b50db691659,"Xã Phước Khánh, Nhơn Trạch District, Đồng Nai Province, Vietnam",0.3844746158670933,0.42080319283168377,POINT (106.8547256748369 10.66104962944429),164
189,48.91505919442385,northeast,5.0,131.0,6.099999904632568,Upper slope (flat),river,1148.0,182545.0,51734.0,1.9110908296480376,0.4,2.0,0.24,0.00840725377202034,3.1656479835510254,0.0,0.0,Vietnam,8f65b52328b6984,"Xã Phước Đông, Cần Đước District, Long An province, Vietnam",,0.0,POINT (106.65098667559 10.51041598535502),165
126,5.24787089894111,northeast,3.0,119.0,1.1000001430511475,Upper slope (flat),river,16438.0,4648837.0,1269686.0,0.8821853280471972,0.42,1.0,0.23,0.04200733080506325,2.3450992107391357,63.54519147789538,6.354519147789538e-05,Vietnam,8f65b529648e2d4,"Đường số 1, Xã Bình Hưng, Bình Chánh District, Ho Chi Minh City, 72915, Vietnam",0.45867849982593967,0.006354519147789538,POINT (106.6891264066272 10.72511200739024),166
114,1845.0840048235,west,-2.0,121.0,0.0,Upper slope (flat),canal,2119.0,239088.0,88544.0,0.44086546416232586,0.35,1.0,0.32,0.008410775102674961,3.1952474117279053,2077.9364702154953,0.0020779364702154953,Vietnam,8f65b530c792976,"Xã Long Chánh, Go Cong Town, Tien Giang province, Vietnam",0.2136201256938245,0.20779364702154954,POINT (106.6427858860706 10.37765783559386),167
127,756.8264804945727,south,1.0,124.0,0.09999990463256836,Lower slope (flat),canal,1819.0,163861.0,36359.0,0.9920862903045005,0.26,1.0,0.42,0.008411870338022709,3.045491933822632,85.56621462277224,8.556621462277223e-05,Vietnam,8f65b53408d4b83,"12A, Thạnh Nhựt, Xã Thạnh Nhựt, Gò Công Tây District, Tien Giang province, Vietnam",0.17293595671672427,0.008556621462277224,POINT (106.5288664800768 10.33568008395361),168
1,682.1469483729736,northeast,2.0,127.0,0.7000000476837158,Lower slope (flat),canal,4675.0,173074.0,49766.0,0.4408368766346459,0.26,0.0,0.43,0.00841182004660368,3.06357479095459,52.29152575851728,5.229152575851728e-05,Vietnam,8f65b537076dcb6,"ĐT.827, Xã Long Vĩnh, Gò Công Tây District, Tien Giang province, Vietnam",0.1748258844243737,0.005229152575851728,POINT (106.583663691228 10.33763058137461),169
133,961.2239092660267,northwest,190.0,120.0,11.099990844726562,Upper slope (warm),stream,1455.0,108854.0,30321.0,3.454362857976113,0.29,1.0,0.46,0.008400273509323597,2.4476959705352783,1013.332250487334,0.001013332250487334,Vietnam,8f65b542b883534,"Xã Xuân Mỹ, Cẩm Mỹ District, Đồng Nai Province, Vietnam",0.2498991961560032,0.1013332250487334,POINT (107.2219948766254 10.76801579165105),170
188,2308.911174290576,southwest,46.0,122.0,4.5,Lower slope (warm),river,539.0,97940.0,12559.0,1.9124252058775983,0.31,2.0,0.42,0.01680263690650463,2.2406020164489746,4297.310517225301,0.004297310517225301,Vietnam,8f65b546a934b41,"Bau Can, Long Thành District, Đồng Nai Province, Vietnam",0.2198227319688915,0.4297310517225301,POINT (107.0864276869125 10.72972220798012),171
34,782.7036019046986,east,213.0,122.0,34.69999694824219,Upper slope (warm),lake,3406.0,220086.0,101419.0,3.9815442329337953,0.31,1.0,0.45,0.00839564111083746,2.827594518661499,6.363475529551837,6.3634755295518375e-06,Vietnam,8f65b54f2b8950a,"Phường Suối Tre, Long Khánh City, Đồng Nai Province, Vietnam",0.0459790261703066,0.0006363475529551837,POINT (107.2234942486279 10.9366634700577),172
28,1148.077228902424,southeast,172.0,136.0,22.0,Upper slope (warm),reservoir,1636.0,119675.0,44482.0,2.6456604127830423,0.31,0.0,0.44,0.050377391278743744,3.6931166648864746,2320.6806044485065,0.0023206806044485063,Vietnam,8f65b559e7b22c4,"Xã Xuân Tâm, Xuân Lộc District, Đồng Nai Province, Vietnam",0.2673547634199984,0.23206806044485062,POINT (107.430787839144 10.91398549462376),173
59,274.9410916197612,north,37.0,131.0,11.500001907348633,Upper slope (flat),pond,9001.0,859741.0,280670.0,0.3091606457115311,0.28,0.0,0.44,0.05875834822654724,2.037456750869751,1878.8393876357097,0.0018788393876357098,Vietnam,8f65b5681b61a53,"Trảng Dài Ward, Biên Hòa City, Đồng Nai Province, 76913, Vietnam",0.4116762111553088,0.18788393876357098,POINT (106.8534465918127 10.99534621870709),174
142,997.0480940599903,northeast,20.0,131.0,4.0,Lower slope (warm),stream,2367.0,684446.0,151814.0,0.4413097984426889,0.32,1.0,0.41,0.008394438773393631,2.1774723529815674,164.03410041502983,0.00016403410041502983,Vietnam,8f65b56b5a998ca,"Hố Nai 3, Xã Hố Nai 3, Đồng Nai Province, Vietnam",0.16243672042205673,0.016403410041502982,POINT (106.9331677546795 10.97987885143351),175
88,3185.0365765456227,southwest,24.0,130.0,4.0,Upper slope (flat),river,2413.0,177718.0,52805.0,0.8821359557775891,0.26,0.0,0.48,0.06721880286931992,1.9475598335266113,457.41829698570626,0.0004574182969857063,Vietnam,8f65b572e461892,"Nguyễn Văn Cừ, Xã Phước An, Nhơn Trạch District, Đồng Nai Province, Vietnam",0.13597440722392273,0.04574182969857063,POINT (106.9356512302834 10.69208456962812),176
65,821.0314792031708,south,33.0,129.0,1.8000011444091797,Upper slope (flat),reservoir,1356.0,217091.0,58444.0,2.240787626280714,0.29,0.0,0.47,0.02519562840461731,2.3428022861480713,91.38872070116062,9.138872070116063e-05,Vietnam,8f65b57ac60164a,"An Phuoc, Long Thành District, Đồng Nai Province, Vietnam",0.15359214195420917,0.009138872070116063,POINT (106.9709910062782 10.83105976227515),177
128,163.93969388611427,east,-1.0,-1.0,1.4000000953674316,Lower slope (flat),river,882.0,138563.0,26475.0,0.44060782914427565,-1.0,-1.0,-1.0,0.008420245721936226,3.8720650672912598,2961.8445999666283,0.0029618445999666284,Vietnam,8f65b5a6801acd3,"Ấp Chín, Ba Tri District, Bến Tre Province, Vietnam",0.8976651318669553,0.2961844599966628,POINT (106.5540511389159 10.01144909601979),178
12,292.4656169930224,northwest,2.0,127.0,0.5999999046325684,Upper slope (warm),canal,3493.0,202787.0,35068.0,1.3222236496574693,0.29,1.0,0.4,0.12619233131408691,3.2838449478149414,711.3329171418469,0.0007113329171418469,Vietnam,8f65b5adacb16b0,"Long Bình, Xã Long Bình, Gò Công Tây District, Tien Giang province, Vietnam",0.3439760119653989,0.07113329171418468,POINT (106.6319949391075 10.30165469009903),179
135,1772.9111405335466,south,-3.0,124.0,0.4999999403953552,Upper slope (flat),canal,5213.0,95720.0,36939.0,1.5613281435197945,0.38,0.0,0.26,0.4965217709541321,3.300049066543579,4874.339528889248,0.004874339528889248,Vietnam,8f65b5af5351094,"Bình Đại, Bình Đại District, Bến Tre Province, Vietnam",0.2591102339734095,0.48743395288892477,POINT (106.6856528561534 10.18862352337187),180
173,2440.083431450894,northeast,448.0,133.0,28.5,Upper slope (warm),river,576.0,33326.0,14414.0,4.119600745445348,0.33,2.0,0.39,0.008352327160537243,3.3891494274139404,248.60432653294052,0.00024860432653294053,Vietnam,8f65b66de50961b,"Liên Sơn, Lắk District, Đắk Lắk province, Vietnam",0.08135234374606731,0.024860432653294053,POINT (108.1991473782081 12.39962323191169),181
13,1836.3009630129973,southeast,33.0,164.0,10.000001907348633,Lower slope (warm),coastline,757.0,42616.0,13821.0,1.5454433277729842,0.27,0.0,0.42,0.0167686864733696,2.170832872390747,700.3717724679383,0.0007003717724679383,Vietnam,8f65b69101a1b18,"Tuy Phong District, Binh Thuan province, Vietnam",0.17720530662504586,0.07003717724679383,POINT (108.8072572129295 11.33579126887875),182
10,1746.3680414874782,south,78.0,142.0,0.7999954223632812,Lower slope (warm),ditch,552.0,76844.0,17827.0,9.328381512407939,0.22,0.0,0.47,0.15097172558307648,3.9171090126037598,3982.335523286672,0.003982335523286672,Vietnam,8f65b69757b44e1,"Phú Điền, Tuy Phong District, Binh Thuan province, Vietnam",0.27213655301758505,0.3982335523286672,POINT (108.6629360264136 11.23010071845775),183
72,1813.567115370527,northwest,972.0,113.0,40.0,Upper slope (warm),stream,259.0,55574.0,7201.0,19.16634693175191,0.36,0.0,0.37,0.008379281498491764,2.6635446548461914,1333.80890085032,0.00133380890085032,Vietnam,8f65b6aed0ea526,"Quốc lộ 28, Di Linh District, Lâm Đồng Province, Vietnam",0.15680901729965083,0.133380890085032,POINT (108.0644637773458 11.51068910578937),184
31,2315.23024726171,west,18.0,144.0,3.999999523162842,Lower slope (warm),coastline,1119.0,98026.0,24933.0,6.087958280558991,0.24,0.0,0.43,0.05863487720489502,3.660357713699341,377.24460151643694,0.00037724460151643697,Vietnam,8f65b6d343754e2,"Mỹ Tường, Ninh Hải District, Ninh Thuan province, Vietnam",0.14789548822170442,0.0377244601516437,POINT (109.0942199689663 11.60808765232721),185
119,714.6065374500673,southwest,18.0,147.0,8.40000057220459,Lower slope (warm),coastline,2172.0,38329.0,18320.0,2.442960487414999,0.26,0.0,0.42,0.01675380766391754,5.166721820831299,754.3999510793672,0.0007543999510793672,Vietnam,8f69145925a9ba5,"Tỉnh lộ 702, Mỹ Tường, Ninh Hải District, Ninh Thuan province, Vietnam",0.2781210033226819,0.07543999510793671,POINT (109.1342239225139 11.59168341708595),186
20,4700.026275079024,southeast,43.0,145.0,15.499998092651367,Lower slope (flat),water,525.0,96857.0,13070.0,1.3013503826479547,0.29,1.0,0.43,0.008364408276975155,3.342176914215088,3026.852962050918,0.003026852962050918,Vietnam,8f6914ca138e425,"Liên Thôn 2, Cam Lâm District, Khánh Hòa Province, Vietnam",0.15291276919034832,0.3026852962050918,POINT (109.1281681569697 12.00879472438844),187
73,764.8359542442731,northwest,24.0,143.0,19.800003051757812,Lower slope (warm),river,1963.0,146372.0,55020.0,5.502063954185686,0.34,0.0,0.36,0.050138041377067566,1.3815279006958008,1057.0206007408897,0.0010570206007408896,Vietnam,8f6914d23aecb4d,"Tinh Lo 8, Diên Khánh, Diên Khánh District, Khánh Hòa Province, Vietnam",0.25712131620675244,0.10570206007408896,POINT (109.0612528213098 12.27328597106509),188
139,2303.327671190667,north,48.0,136.0,6.899997711181641,Valley,river,1674.0,223809.0,44649.0,5.588972104867973,0.26,3.0,0.5,0.016609303653240204,1.8205450773239136,3790.8631307958863,0.003790863130795886,Vietnam,8f69300b306ccf5,"An Nhon, An Nhơn District, Bình Định Province, Vietnam",0.25121609222686514,0.3790863130795886,POINT (109.0803413075353 13.83540917725431),189
130,1904.6664407132687,northeast,38.0,142.0,9.19999885559082,Lower slope (warm),stream,842.0,90429.0,28014.0,3.41008241435182,0.28,1.0,0.49,0.049817927181720734,2.60990834236145,3922.2212047650296,0.00392222120476503,Vietnam,8f69305652d9955,"Gạch ngói Phú An, Tây Sơn District, Bình Định Province, Vietnam",0.24963516846943296,0.39222212047650296,POINT (108.9558934205414 13.88450558092197),190
89,4073.8936492411594,southeast,74.0,143.0,25.300003051757812,Lower slope (warm),water,231.0,42330.0,8328.0,3.372218741712434,0.34,1.0,0.36,0.01659499481320381,3.6718790531158447,1552.5521887334032,0.0015525521887334033,Vietnam,8f6930c59309619,"Tùng Chánh, Phù Cát District, Bình Định Province, Vietnam",0.10298094539017433,0.15525521887334032,POINT (108.9556463409376 14.03633073912146),191
175,1677.3044406151535,east,211.0,139.0,38.899993896484375,Upper slope (warm),river,292.0,21756.0,6171.0,3.3020933937715125,0.33,0.0,0.4,0.008332975208759308,3.6786386966705322,612.3298157642521,0.000612329815764252,Vietnam,8f693215ec11085,"Buôn Bầu, Sông Hinh District, Phu Yen province, Vietnam",0.14109244518987574,0.061232981576425205,POINT (108.8684413185409 13.00092170869342),192
6,3664.1307017927566,northeast,45.0,127.0,9.200000762939453,Valley,river,479.0,90300.0,24834.0,4.317082765790048,0.33,2.0,0.39,0.058268167078495026,3.4521288871765137,854.9641704141246,0.0008549641704141246,Vietnam,8f6932a464a14c2,"Chi Thanh Town, Tuy An District, Phu Yen province, Vietnam",0.10054108447867954,0.08549641704141246,POINT (109.2173659452452 13.27270311442915),193
163,399.54752364856284,southeast,451.0,138.0,17.29998779296875,Upper slope (warm),river,381.0,79949.0,21422.0,1.9997388693568237,0.29,0.0,0.45,0.008338089101016521,4.138969898223877,390.49478567748497,0.00039049478567748495,Vietnam,8f6932cc4486855,"Ea Kar District, Đắk Lắk province, Vietnam",0.25568186823236677,0.03904947856774849,POINT (108.4814444568786 12.8451107659333),194
0,4302.214283913539,northwest,778.0,121.0,87.699951171875,Upper slope (warm),water,1616.0,97404.0,25160.0,5.291400969509665,0.32,0.0,0.4,0.008333641104400158,5.560812950134277,1873.8444664363603,0.0018738444664363604,Vietnam,8f6932da1718223,"Krông Buk District, Đắk Lắk province, Vietnam",0.1463294582856844,0.18738444664363604,POINT (108.2306477613554 12.98093091142825),195
19,4569.098138996725,southwest,714.0,126.0,39.5,Lower slope (warm),water,329.0,83719.0,13045.0,4.312796685435729,0.33,1.0,0.35,0.02490784227848053,2.869382858276367,6520.872453701393,0.006520872453701393,Vietnam,8f6936101c72d58,"Đường tránh TP.Pleiku, Pleiku, Gia Lai Province, Vietnam",0.1674406285034761,0.6520872453701393,POINT (107.9437112311521 13.89136722874058),196
171,2635.1912194845213,northeast,743.0,121.0,54.0999755859375,Upper slope (warm),river,314.0,34822.0,11662.0,1.2364626041759954,0.33,0.0,0.4,0.008297322317957878,4.371081352233887,798.6635278338392,0.0007986635278338393,Vietnam,8f6936a1e294934,"Mang Yang District, Gia Lai Province, Vietnam",0.11740636663896793,0.07986635278338393,POINT (108.3102359649335 14.04251638766823),197
191,3641.4715108742253,southeast,335.0,128.0,34.899993896484375,Lower slope (warm),water,260.0,36928.0,12844.0,2.8623194877253595,0.29,1.0,0.45,0.02492150478065014,2.378932476043701,0.0,0.0,Vietnam,8f6936ce0951586,"Chư Ty, Đức Cơ District, Gia Lai Province, Vietnam",,0.0,POINT (107.6875560970721 13.7614775738536),198
